time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,temp_range,temp_anomaly,precip_7d
2020-01-01,11.490142459033699,19.232797139238812,5.448090446813566,3.6383300997845422,17.25306524715694,13.784706692425246,,
2020-01-02,9.843407438823967,14.962435945484735,6.350621230501504,9.369337617700415,12.52253927741052,8.61181471498323,,
2020-01-03,12.459389788643264,15.57287304317573,5.537859575065012,2.2736328610524676,-1.7377529824379678,10.035013468110717,,
2020-01-04,15.343384577572882,17.89893827811848,-0.485137966764448,1.5310749537832593,12.952887134845911,18.384076244882927,,
2020-01-05,10.32957627786479,16.731684795825302,6.513505273955238,9.218074940737203,16.153289626041786,10.218179521870063,,
2020-01-06,10.587061110214155,19.148881882801433,12.927065099253422,3.082590777191843,18.572653455260845,6.221816783548011,,
2020-01-07,16.284163908233698,17.407897957316994,5.466407655440575,1.0621082418805763,16.518021356418597,11.941490301876419,,30.17514949213031
2020-01-08,14.105424860949018,14.965808549568978,4.618889379924328,0.4056186530391256,12.518612334551504,10.34691916964465,,26.94243804538489
2020-01-09,10.650758423894116,18.143692157317275,8.179227260833168,5.546027764953717,23.570821787077783,9.964464896484108,,23.119128192638193
2020-01-10,13.942312440722112,13.883453688002232,8.251766941363933,1.3491050401022564,9.831320997188868,5.6316867466383,,22.19460037168798
2020-01-11,11.179144084284776,17.895076280051736,11.147602658971406,3.240576449981666,13.62677575719081,6.74747362108033,,23.90410186788639
2020-01-12,11.426211386937892,17.723710675715278,4.049796179922,1.909259621973575,9.600450795695961,13.673914495793278,,16.59528654912276
2020-01-13,13.80245431272739,17.45221692621167,10.270708255754265,0.6654200102462371,15.09788381045086,7.181508670457404,,14.178115782177155
2020-01-14,7.58898196108909,17.94321016074569,10.100088878816873,2.7615485040605785,22.94502879386435,7.843121281928816,,15.877556044357156
2020-01-15,8.405337992550153,12.934544353596335,8.153651879267613,0.18780701089956311,14.295370380505936,4.780892474328722,,15.659744402217594
2020-01-16,12.143436839019888,17.18412470351992,9.846361380507874,1.5999421090130324,14.326000739532605,7.337763323012046,,11.713658746276911
2020-01-17,11.04087900200831,19.357907066434926,12.167744807806654,2.373040475239202,6.520189958113704,7.190162258628272,,12.737594181413854
2020-01-18,15.269978490994957,19.806805669201335,11.944182633294485,1.7183529551908774,13.565039071045007,7.86262303590685,,11.215370686623068
2020-01-19,11.849746143280703,16.49079294706646,6.14476043362315,4.142991351980226,20.75243525016676,10.34603251344331,,13.449102416629717
